task,method,seed,stage_idx,lambda,iter,stage_type,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,guided_norm_dec,guided_norm_pred,guided_scale,guided_ratio_pred_over_dec,guided_dir_norm,loss_dec_normalized,loss_dec_normalized_pred_obj,val_check_regret,val_check_regret_normalized,val_check_fairness,val_check_pred_mse,val_check_metric_used,val_check_selection_value,val_check_is_best,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_pcgrad_n_projections,mo_pcgrad_conflict_fraction,mo_method,mo_mgda_lambda_decision_regret,mo_mgda_lambda_pred_fairness,mo_mgda_lambda_pred_loss,mo_mgda_min_norm
medical_resource_allocation,fpto,44,0,0.0,0,train,1.0,0.0,0.0002,72.92776081318004,400.1752194325319,0.005187690575545047,1e-06,20.786544051923432,0.09027849531626858,20.786544051923432,0.004157308810384683,0.0,0.0,0.583876077595727,2.0,2.3627999999007443,0.0,0.0,0.0,cpu,,,,,,0.07752932931707378,0.08404530548345458,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,44,0,0.0,5,train,1.0,0.0,0.001,71.47139695166561,398.7937712971137,0.0016306848715501423,1e-06,22.394873113809346,0.08219526764772768,22.394873113809346,0.02239487311380932,0.0,0.0,0.6302802897386646,2.0,2.413700000033714,0.0,0.0,0.0,cpu,,,,,,0.07598107235476168,0.08222891337127819,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,44,0,0.0,10,train,1.0,0.0,0.0009756097560975611,69.0257239173834,395.9500059976781,0.008010469218238055,1e-06,26.097181652578417,0.13374653769309644,26.097181652578417,0.025460665026905756,0.0,0.0,-0.6924334040404896,2.0,2.6612999999997555,0.0,0.0,0.0,cpu,,,,,,0.07338108316048925,0.07919229990552713,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,44,0,0.0,15,train,1.0,0.0,0.0009523809523809524,66.45455077822987,392.0417748315529,0.023332478314342694,1e-06,31.747191730242807,0.18416648499553886,31.747191730242807,0.030235420695469323,0.0,0.0,-0.7392928579466088,2.0,2.2256000002016663,0.0,0.0,0.0,cpu,,,,,,0.07064767510279084,0.07601818299707251,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,44,0,0.0,20,val_check,,,,,,,,,,,,,,,,,,,,cpu,,,,,,,,45.28175550730464,0.06799753621223262,0.0411598683861587,379.3043787519824,val_regret,45.28175550730464,1.0,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,44,0,0.0,20,train,1.0,0.0,0.0009302325581395349,63.53415722058128,386.0636683971501,0.051375533328647645,1e-06,41.0104313117745,0.2694830740619351,41.0104313117745,0.03814923842955766,0.0,0.0,-0.7751542551769266,2.0,2.3750999998810585,0.0,0.0,0.0,cpu,,,,,,0.06754301164758876,0.0724355251676892,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,44,0,0.0,25,train,1.0,0.0,0.0009090909090909091,60.18787109737161,375.6994129006471,0.1087239815740947,1e-06,56.25497298811148,0.4172520862682229,56.25497298811148,0.051140884534646804,0.0,0.0,-0.8008832148970911,2.0,2.2686000002067885,0.0,0.0,0.0,cpu,,,,,,0.06398558281743345,0.06835961246198763,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,44,0,0.0,30,val_check,,,,,,,,,,,,,,,,,,,,cpu,,,,,,,,40.31031453682749,0.06053215123256979,0.20229940585751244,349.3367904403412,val_regret,40.31031453682749,1.0,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,44,0,0.0,30,train,1.0,0.0,0.0008888888888888889,56.96607571696234,355.84216687717446,0.23545558498090968,1e-06,79.72528278376798,0.6660408916244638,79.72528278376798,0.07086691803001598,0.0,0.0,-0.8131078654087649,2.0,4.2272000000593835,0.0,0.0,0.0,cpu,,,,,,0.06056049980028377,0.06446450227759122,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,44,0,0.0,35,train,1.0,0.0,0.0008695652173913044,55.31258092515168,317.63339105040444,0.5199168725360926,1e-06,108.64563470809011,1.0916354655001248,108.64563470809011,0.0944744649635566,0.0,0.0,-0.8109461283986809,2.0,2.4674000005688868,0.0,0.0,0.0,cpu,,,,,,0.05880267341415967,0.062476456055675665,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,44,0,0.0,40,val_check,,,,,,,,,,,,,,,,,,,,cpu,,,,,,,,39.5603745428881,0.05940600072617722,0.9673191890704326,253.69857945904667,val_regret,39.5603745428881,1.0,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,44,0,0.0,40,train,1.0,0.0,0.000851063829787234,56.11947675217368,259.154426587682,1.0842160219332249,1e-06,118.23126380701652,1.7573142764964351,118.23126380701652,0.10062235217618426,0.0,0.0,-0.7788533768118535,2.0,4.195599999547994,0.0,0.0,0.0,cpu,,,,,,0.059660482451489326,0.06344568247756485,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,44,0,0.0,45,train,1.0,0.0,0.0008333333333333334,57.087418776823256,213.271732324474,1.7631041825309188,1e-06,80.60450175176067,2.442678831951051,80.60450175176067,0.06717041812646721,0.0,0.0,-0.5882927732944367,2.0,3.2400000000052387,0.0,0.0,0.0,cpu,,,,,,0.06068949931903217,0.06461068972936464,,,,,,,,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,44,0,0.0,50,val_check,,,,,,,,,,,,,,,,,,,,cpu,,,,,,,,39.37219353248645,0.05912341793039369,1.8967932312688194,191.38669488862752,val_regret,39.37219353248645,1.0,,,,,,,,,,,,,,,
