task,method,seed,stage_idx,lambda,iter,alpha_t,beta_t,lr_t,loss_dec,loss_pred,loss_fair,grad_norm_dec,grad_norm_pred,grad_norm_fair,grad_norm_combined,delta_theta_l2,cos_dec_pred,cos_dec_fair,cos_pred_fair,solver_calls,decision_ms,nan_or_inf_flag,nan_or_inf_steps_so_far,exploding_steps_so_far,device,guided_norm_dec,guided_norm_pred,guided_scale,guided_ratio_pred_over_dec,guided_dir_norm,loss_dec_normalized,loss_dec_normalized_pred_obj,mo_grad_norm_decision_regret,mo_grad_norm_pred_fairness,mo_grad_norm_pred_loss,mo_cos_decision_regret_pred_fairness,mo_cos_decision_regret_pred_loss,mo_cos_pred_fairness_pred_loss,direction_alignment_with_dec_regret,stationarity_proxy,mo_pcgrad_n_projections,mo_pcgrad_conflict_fraction,mo_method,mo_mgda_lambda_decision_regret,mo_mgda_lambda_pred_fairness,mo_mgda_lambda_pred_loss,mo_mgda_min_norm
medical_resource_allocation,fpto,11,0,0.0,0,1.0,0.0,0.0005,78.31338770112916,396.54389311836314,2.5448564087227,1e-06,20.013496820611348,0.0672371622329837,20.013496820611348,0.010006748410305659,0.0,0.0,0.4762272855562764,2,3.511499999149237,0,0,0,cpu,,,,,,0.07588085946586781,0.0821115548174983,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,5,1.0,0.0,0.0004987531172069826,77.39521746224102,395.49137495008483,2.5431063212957454,1e-06,21.192759509228225,0.07309651924367168,21.192759509228225,0.010569954867445485,0.0,0.0,0.5031160456026792,2,5.581299999903422,0,0,0,cpu,,,,,,0.07499120893601582,0.08107080674309892,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,10,1.0,0.0,0.0004975124378109454,76.45975759147473,394.3056854316321,2.540963393537906,1e-06,22.622870212178597,0.08091372208018709,22.622870212178597,0.011255159309541584,0.0,0.0,0.5296722228911173,2,5.466599999635946,0,0,0,cpu,,,,,,0.07408480581551141,0.08001251764829556,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,15,1.0,0.0,0.0004962779156327543,75.49050536998334,392.946961331082,2.5382582175430666,1e-06,24.368008592040894,0.09169999312631273,24.368008592040894,0.01209330451217909,0.0,0.0,0.5573656547893793,2,3.708399999595713,0,0,0,cpu,,,,,,0.07314565998406491,0.07891818252996188,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,20,1.0,0.0,0.0004950495049504951,74.46729804835127,391.359238471531,2.5347491916273683,1e-06,26.533372855244888,0.10606802507721504,26.533372855244888,0.01313533309665587,0.0,0.0,0.5837631428705089,2,2.6357000024290755,0,0,0,cpu,,,,,,0.07215423497671473,0.07776533309380783,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,25,1.0,0.0,0.0004938271604938272,73.36461443301039,389.45846959176436,2.5300659503987846,1e-06,29.28155961291455,0.12500783727204848,29.28155961291455,0.01446002943847631,0.0,0.0,0.6102723769031204,2,3.345099998114165,0,0,0,cpu,,,,,,0.07108580232545056,0.07652569258108798,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,30,1.0,0.0,0.0004926108374384237,72.15287200793932,387.1177191418947,2.523612412804911,1e-06,32.80660751999352,0.15052080623314115,32.80660751999352,0.016160890403937686,0.0,0.0,0.636003182923609,2,4.148899999563582,0,0,0,cpu,,,,,,0.06991169839041773,0.07516673230856757,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,35,1.0,0.0,0.0004914004914004914,70.79831555072496,384.13899077068425,2.5144191122324226,1e-06,37.39483421377098,0.18529343401137505,37.39483421377098,0.018375839908486954,0.0,0.0,0.6598194268985893,2,2.9749999957857653,0,0,0,cpu,,,,,,0.06859921643572654,0.07365166279247896,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,40,1.0,0.0,0.0004901960784313725,69.27766397104517,380.2130847212962,2.5008292983891445,1e-06,43.37764435138278,0.2327052095520917,43.37764435138278,0.021263551152638605,0.0,0.0,0.6821812997782994,2,4.23410000075819,0,0,0,cpu,,,,,,0.06712579851573318,0.07195589545614127,,,,,,,,,,,,,,,
medical_resource_allocation,fpto,11,0,0.0,45,1.0,0.0,0.000488997555012225,67.599773393453,374.85905278897434,2.4801852804705073,1e-06,51.173988657173226,0.2966142426035804,51.173988657173226,0.02502395533358104,0.0,0.0,0.7009125447542743,2,5.564700004470069,0,0,0,cpu,,,,,,0.06550002567082355,0.07009098712693089,,,,,,,,,,,,,,,
